Id,Date,TotalSteps,TotalDistance,HighIntensityMinutes,ModerateIntensityMinutes  ,LowIntensityMinutes  ,RestMinutes  ,Calories
1644430081,4/17/16,8757,6.4,29,13,186,1212,3011
1644430081,4/18/16,7132,5.2,15,33,121,1271,2806
1644430081,4/19/16,11256,8.2,5,58,278,1099,3300
1644430081,4/20/16,2436,1.8,0,0,125,1315,2430
1644430081,4/21/16,1223,0.9,0,0,38,1402,2140
1644430081,4/22/16,3673,2.7,0,0,86,1354,2344
1644430081,4/23/16,6637,4.8,0,15,160,1265,2677
1644430081,4/24/16,3321,2.4,0,0,89,1351,2413
1644430081,4/25/16,3580,2.6,8,1,94,1337,2497
1644430081,4/26/16,9919,7.2,11,41,223,1165,3123
1644430081,4/27/16,3032,2.2,0,0,118,1322,2489
1644430081,4/28/16,9405,6.8,3,53,227,1157,3108
1644430081,4/29/16,3176,2.3,0,0,120,1193,2498
1644430081,4/30/16,18213,13.2,9,71,402,816,3846
1644430081,5/1/16,6132,4.5,3,24,146,908,2696
1644430081,5/2/16,3758,2.7,1,7,148,682,2580
1644430081,5/3/16,12850,9.3,10,94,221,1115,3324
1644430081,5/4/16,2309,1.7,0,0,52,1388,2222
1644430081,5/5/16,4363,3.2,6,12,81,1341,2463
1644430081,5/6/16,9787,7.1,11,6,369,1054,3328
1644430081,5/7/16,13372,9.7,41,17,243,1139,3404
1644430081,5/8/16,6724,4.9,0,0,295,991,2987
1644430081,5/9/16,6643,4.8,32,6,303,1099,3008
1644430081,5/10/16,9167,6.7,12,19,155,1254,2799
1644430081,5/11/16,1329,1,0,0,49,713,1276
1844505072,4/12/16,6697,4.4,0,0,339,1101,2030
1844505072,4/13/16,4929,3.3,0,0,248,1192,1860
1844505072,4/14/16,7937,5.3,0,0,373,843,2130
1844505072,4/15/16,3844,2.5,0,0,176,527,1725
1844505072,4/16/16,3414,2.3,0,0,147,1293,1657
1844505072,4/17/16,4525,3,2,8,199,1231,1793
1844505072,4/18/16,4597,3,0,12,217,1211,1814
1844505072,4/19/16,197,0.1,0,0,10,1430,1366
1844505072,4/20/16,8,0,0,0,1,1439,1349
1844505072,4/21/16,8054,5.3,2,13,308,1117,2062
1844505072,4/22/16,5372,3.5,0,0,220,1220,1827
1844505072,4/23/16,3570,2.4,0,0,139,1301,1645
1844505072,4/24/16,0,0,0,0,0,1440,1347
1844505072,4/25/16,0,0,0,0,0,1440,1347
1844505072,4/26/16,0,0,0,0,0,1440,1347
1844505072,4/27/16,4,0,0,0,1,1439,1348
1844505072,4/28/16,6907,4.6,0,0,302,1138,1992
1844505072,4/29/16,4920,3.3,0,0,247,1082,1856
1844505072,4/30/16,4014,2.7,0,0,184,218,1763
1844505072,5/1/16,2573,1.7,0,7,75,585,1541
1844505072,5/2/16,0,0,0,0,0,1440,1348
1844505072,5/3/16,4059,2.7,0,0,184,1256,1742
1844505072,5/4/16,2080,1.4,0,0,87,1353,1549
1844505072,5/5/16,2237,1.5,0,0,120,1320,1589
1844505072,5/6/16,44,0,0,0,2,1438,1351
1844505072,5/7/16,0,0,0,0,0,1440,1347
1844505072,5/8/16,0,0,0,0,0,1440,1347
1844505072,5/9/16,0,0,0,0,0,1440,1347
1844505072,5/10/16,0,0,0,0,0,1440,1347
1844505072,5/11/16,0,0,0,0,0,1440,1347
1844505072,5/12/16,0,0,0,0,0,711,665
1927972279,4/12/16,678,0.5,0,0,55,734,2220
1927972279,4/13/16,356,0.3,0,0,32,986,2151
1927972279,4/14/16,2163,1.5,0,9,88,1292,2383
1927972279,4/15/16,980,0.7,0,0,51,941,2221
1927972279,4/16/16,0,0,0,0,0,1440,2064
1927972279,4/17/16,0,0,0,0,0,1440,2063
1927972279,4/18/16,244,0.2,0,0,17,1423,2111
1927972279,4/19/16,0,0,0,0,0,1440,2063
1927972279,4/20/16,0,0,0,0,0,1440,2063
1927972279,4/21/16,0,0,0,0,0,1440,2064
1927972279,4/22/16,149,0.1,0,0,10,1430,2093
1927972279,4/23/16,2945,2,0,0,145,1295,2499
1927972279,4/24/16,2090,1.5,1,6,75,1358,2324
1927972279,4/25/16,152,0.1,0,0,12,1303,2100
1927972279,4/26/16,3761,2.6,0,0,192,1058,2638
1927972279,4/27/16,0,0,0,0,0,1440,2063
1927972279,4/28/16,1675,1.2,0,0,95,1167,2351
1927972279,4/29/16,0,0,0,0,0,1440,2063
1927972279,4/30/16,0,0,0,0,0,1440,2064
1927972279,5/1/16,2704,1.9,14,1,70,1355,2411
1927972279,5/2/16,3790,2.6,16,8,94,1322,2505
1927972279,5/3/16,1326,0.9,10,0,17,1413,2195
1927972279,5/4/16,1786,1.2,0,0,87,1353,2338
1927972279,5/5/16,0,0,0,0,0,1440,2063
1927972279,5/6/16,2091,1.5,0,0,108,1332,2383
1927972279,5/7/16,1510,1,0,0,48,1392,2229
1927972279,5/8/16,0,0,0,0,0,1440,2063
1927972279,5/9/16,0,0,0,0,0,1440,2063
1927972279,5/10/16,0,0,0,0,0,1440,2063
1927972279,5/11/16,0,0,0,0,0,1440,2063
1927972279,5/12/16,0,0,0,0,0,966,1383
2022484408,4/12/16,11875,8.3,42,14,227,1157,2390
2022484408,4/13/16,12024,8.5,43,5,292,1100,2601
2022484408,4/14/16,10690,7.5,32,3,257,1148,2312
2022484408,4/15/16,11034,8,27,9,282,1122,2525
2022484408,4/16/16,10100,7.1,41,11,151,1237,2177
2022484408,4/17/16,15112,11.4,28,29,331,1052,2782
2022484408,4/18/16,14131,10.1,48,3,311,1078,2770
2022484408,4/19/16,11548,8.5,31,7,250,1152,2489
2022484408,4/20/16,15112,10.7,48,63,276,1053,2897
2022484408,4/21/16,12453,8.7,104,53,255,1028,3158
2022484408,4/22/16,12954,9.3,52,10,273,1105,2638
2022484408,4/23/16,6001,4.2,0,0,249,1191,2069
2022484408,4/24/16,13481,10.3,37,26,216,1161,2529
2022484408,4/25/16,11369,8,44,8,217,1171,2470
2022484408,4/26/16,10119,7.2,55,24,275,1086,2793
2022484408,4/27/16,10159,7.1,19,20,282,1119,2463
2022484408,4/28/16,10140,7.1,6,20,291,1123,2296
2022484408,4/29/16,10245,7.2,21,40,281,1098,2611
2022484408,4/30/16,18387,12.9,13,23,361,1043,2732
2022484408,5/1/16,10538,7.4,25,28,245,1142,2380
2022484408,5/2/16,10379,7.3,36,8,277,1119,2473
2022484408,5/3/16,12183,8.7,72,14,250,1104,2752
2022484408,5/4/16,11768,8.3,36,27,272,1105,2649
2022484408,5/5/16,11895,8.4,55,20,253,1112,2609
2022484408,5/6/16,10227,7.2,24,17,295,1104,2498
2022484408,5/7/16,6708,4.7,20,2,149,1269,1995
2022484408,5/8/16,3292,2.3,0,0,135,1305,1848
2022484408,5/9/16,13379,9.4,35,47,297,1061,2709
2022484408,5/10/16,12798,9,57,28,271,1084,2797
2022484408,5/11/16,13272,9.3,58,25,224,1133,2544
2022484408,5/12/16,9117,6.4,16,16,236,728,1853
2026352035,4/12/16,4414,2.7,3,8,181,706,1459
2026352035,4/13/16,4993,3.1,0,0,238,663,1521
2026352035,4/14/16,3335,2.1,0,0,197,653,1431
2026352035,4/15/16,3821,2.4,0,0,188,687,1444
2026352035,4/16/16,2547,1.6,0,0,150,728,1373
2026352035,4/17/16,838,0.5,0,0,60,1053,1214
2026352035,4/18/16,3325,2.1,0,0,182,1062,1419
2026352035,4/19/16,2424,1.5,0,0,141,785,1356
2026352035,4/20/16,7222,4.5,0,0,327,623,1667
2026352035,4/21/16,2467,1.5,0,0,153,749,1370
2026352035,4/22/16,2915,1.8,0,0,162,712,1399
2026352035,4/23/16,12357,7.7,0,0,432,458,1916
2026352035,4/24/16,3490,2.2,0,0,164,704,1401
2026352035,4/25/16,6017,3.7,0,0,260,821,1576
2026352035,4/26/16,5933,3.7,0,0,288,1018,1595
2026352035,4/27/16,6088,3.8,0,0,286,586,1593
2026352035,4/28/16,6375,4,0,0,331,626,1649
2026352035,4/29/16,7604,4.7,0,0,352,492,1692
2026352035,4/30/16,4729,2.9,0,0,233,594,1506
2026352035,5/1/16,3609,2.3,0,0,191,716,1447
2026352035,5/2/16,7018,4.3,0,0,355,716,1690
2026352035,5/3/16,5992,3.7,0,0,304,981,1604
2026352035,5/4/16,6564,4.1,0,0,345,530,1658
2026352035,5/5/16,12167,7.5,0,0,475,479,1926
2026352035,5/6/16,8198,5.1,0,0,383,511,1736
2026352035,5/7/16,4193,2.6,0,0,229,665,1491
2026352035,5/8/16,5528,3.5,0,0,258,610,1555
2026352035,5/9/16,10685,6.6,0,0,401,543,1869
2026352035,5/10/16,254,0.2,0,0,17,1002,1141
2026352035,5/11/16,8580,5.3,0,0,330,569,1698
2026352035,5/12/16,8891,5.5,0,0,343,330,1364
2320127002,4/12/16,10725,7.5,13,9,306,1112,2124
2320127002,4/13/16,7275,4.9,0,0,335,1105,2003
2320127002,4/14/16,3973,2.7,0,0,191,1249,1696
2320127002,4/15/16,5205,3.5,0,0,245,1195,1801
2320127002,4/16/16,5057,3.4,0,0,195,1245,1724
2320127002,4/17/16,6198,4.2,0,0,249,1191,1852
2320127002,4/18/16,6559,4.4,0,7,260,1173,1905
2320127002,4/19/16,5997,4,0,11,228,1201,1811
2320127002,4/20/16,7192,4.8,0,11,283,1146,1922
2320127002,4/21/16,3404,2.3,1,10,127,1302,1610
2320127002,4/22/16,5583,3.8,0,0,266,1174,1851
2320127002,4/23/16,5079,3.4,0,0,242,1129,1804
2320127002,4/24/16,4165,2.8,0,0,204,1236,1725
2320127002,4/25/16,3588,2.4,3,5,152,1280,1654
2320127002,4/26/16,3409,2.3,0,0,147,1293,1632
2320127002,4/27/16,1715,1.2,0,0,82,1358,1481
2320127002,4/28/16,1532,1,0,0,76,1364,1473
2320127002,4/29/16,924,0.6,0,0,45,1395,1410
2320127002,4/30/16,4571,3.1,0,0,234,1206,1779
2320127002,5/1/16,772,0.5,0,0,40,1400,1403
2320127002,5/2/16,3634,2.5,5,6,123,1306,1613
2320127002,5/3/16,7443,5,20,10,206,1204,1878
2320127002,5/4/16,1201,0.8,0,0,52,1388,1426
2320127002,5/5/16,5202,3.5,0,11,223,1206,1780
2320127002,5/6/16,4878,3.3,0,0,204,1236,1742
2320127002,5/7/16,7379,5,0,0,319,1121,1972
2320127002,5/8/16,5161,3.5,0,0,247,1193,1821
2320127002,5/9/16,3090,2.1,0,0,145,1295,1630
2320127002,5/10/16,6227,4.2,0,0,290,1150,1899
2320127002,5/11/16,6424,4.3,0,0,300,1140,1903
2320127002,5/12/16,2661,1.8,0,0,128,830,1125
2347167796,4/12/16,10113,6.8,28,13,320,964,2344
2347167796,4/13/16,10352,7,19,32,195,676,2038
2347167796,4/14/16,10129,6.7,1,48,206,705,2010
2347167796,4/15/16,10465,6.9,1,24,284,720,2133
2347167796,4/16/16,22244,15.1,66,72,268,968,2670
2347167796,4/17/16,5472,3.6,1,7,249,508,1882
2347167796,4/18/16,8247,5.4,11,16,206,678,1944
2347167796,4/19/16,6711,4.4,0,7,382,648,2346
2347167796,4/20/16,10999,7.3,11,43,269,1011,2198
2347167796,4/21/16,10080,6.8,23,26,208,761,2048
2347167796,4/22/16,7804,5.2,9,27,206,781,1946
2347167796,4/23/16,16901,11.4,32,35,360,591,2629
2347167796,4/24/16,9471,6.3,0,0,360,584,2187
2347167796,4/25/16,9482,6.4,15,11,277,653,2095
2347167796,4/26/16,5980,4,0,0,227,732,1861
2347167796,4/27/16,11423,7.6,26,9,295,623,2194
2347167796,4/28/16,5439,3.6,0,0,229,764,1854
2347167796,4/29/16,42,0,0,0,4,2,403
2873212765,4/12/16,8796,5.9,2,21,356,1061,1982
2873212765,4/13/16,7618,5.1,0,8,404,1028,2004
2873212765,4/14/16,7910,5.3,0,0,331,1109,1893
2873212765,4/15/16,8482,5.7,0,0,448,992,2063
2873212765,4/16/16,9685,6.7,47,1,305,1087,2148
2873212765,4/17/16,2524,1.7,0,8,160,1272,1529
2873212765,4/18/16,7762,5.2,1,6,311,1122,1890
2873212765,4/19/16,7948,5.4,0,0,389,1051,1956
2873212765,4/20/16,9202,6.3,22,5,378,1035,2094
2873212765,4/21/16,8859,6,2,10,371,1057,1970
2873212765,4/22/16,7286,4.9,46,0,366,1028,2241
2873212765,4/23/16,9317,6.3,28,5,330,1077,2021
2873212765,4/24/16,6873,4.7,46,1,190,1203,1898
2873212765,4/25/16,7373,4.9,0,0,359,1081,1907
2873212765,4/26/16,8242,5.5,2,5,309,1124,1882
2873212765,4/27/16,3516,2.4,46,0,197,1197,1966
2873212765,4/28/16,7913,5.4,28,7,213,1192,1835
2873212765,4/29/16,7365,4.9,20,23,206,1191,1780
2873212765,4/30/16,8452,5.7,5,20,248,1167,1830
2873212765,5/1/16,7399,5,7,18,196,1219,1739
2873212765,5/2/16,7525,5.1,0,7,334,1099,1878
2873212765,5/3/16,7412,5,1,6,363,1070,1906
2873212765,5/4/16,8278,5.6,0,0,420,1020,2015
2873212765,5/5/16,8314,5.6,13,23,311,1093,1971
2873212765,5/6/16,7063,4.8,0,5,370,1065,1910
2873212765,5/7/16,4940,3.4,75,11,52,1302,1897
2873212765,5/8/16,8168,5.5,46,0,326,1068,2096
2873212765,5/9/16,7726,5.2,0,0,345,1095,1906
2873212765,5/10/16,8275,5.6,0,0,373,1067,1962
2873212765,5/11/16,6440,4.3,0,0,319,1121,1826
2873212765,5/12/16,7566,5.1,0,0,268,720,1431
3372868164,4/12/16,4747,3.2,0,0,280,1160,1788
3372868164,4/13/16,9715,6.6,16,8,371,1045,2093
3372868164,4/14/16,8844,6,6,25,370,1039,2065
3372868164,4/15/16,7451,5.1,0,0,335,1105,1908
3372868164,4/16/16,6905,4.7,0,0,356,1084,1908
3372868164,4/17/16,8199,5.9,11,2,322,1105,1964
3372868164,4/18/16,6798,4.6,20,7,343,1070,2014
3372868164,4/19/16,7711,5.3,0,0,376,1064,1985
3372868164,4/20/16,4880,3.3,15,3,274,1148,1867
3372868164,4/21/16,8857,6.1,18,9,376,1037,2124
3372868164,4/22/16,3843,2.6,0,0,206,1234,1669
3372868164,4/23/16,7396,5.1,20,2,303,1115,1995
3372868164,4/24/16,6731,4.6,14,7,292,1127,1921
3372868164,4/25/16,5995,4.1,0,0,416,1024,2010
3372868164,4/26/16,8283,5.8,22,2,333,1083,2057
3372868164,4/27/16,7904,5.4,24,13,346,1057,2095
3372868164,4/28/16,5512,3.8,0,0,385,1055,1972
3372868164,4/29/16,9135,6.2,0,0,402,1038,2044
3372868164,4/30/16,5250,3.6,17,4,300,1119,1946
3372868164,5/1/16,3077,2.1,0,0,172,842,1237
3977333714,4/12/16,8856,6,44,19,131,777,1450
3977333714,4/13/16,10035,6.7,31,46,153,754,1495
3977333714,4/14/16,7641,5.1,5,23,214,801,1433
3977333714,4/15/16,9010,6.1,15,42,183,644,1468
3977333714,4/16/16,13459,9,31,83,153,663,1625
3977333714,4/17/16,10415,7,11,58,205,600,1529
3977333714,4/18/16,11663,7.8,4,95,214,605,1584
3977333714,4/19/16,12414,8.8,19,67,221,738,1638
3977333714,4/20/16,11658,7.8,2,98,164,845,1554
3977333714,4/21/16,6093,4.1,0,0,242,712,1397
3977333714,4/22/16,8911,6,33,12,188,731,1481
3977333714,4/23/16,12058,8.1,0,92,252,724,1638
3977333714,4/24/16,14112,10,30,95,129,660,1655
3977333714,4/25/16,11177,8.5,50,9,133,781,1570
3977333714,4/26/16,11388,7.6,7,95,170,797,1551
3977333714,4/27/16,7193,5,0,10,176,714,1377
3977333714,4/28/16,7114,4.9,15,8,190,804,1407
3977333714,4/29/16,10645,7.8,36,32,150,744,1545
3977333714,4/30/16,13238,9.2,43,52,194,687,1650
3977333714,5/1/16,10414,7.1,41,40,124,691,1501
3977333714,5/2/16,16520,11.1,24,143,176,713,1760
3977333714,5/3/16,14335,9.6,47,41,258,594,1710
3977333714,5/4/16,13559,9.4,14,96,142,852,1628
3977333714,5/5/16,12312,8.6,14,88,178,680,1618
3977333714,5/6/16,11677,8.3,29,55,168,676,1590
3977333714,5/7/16,11550,7.7,0,86,208,703,1574
3977333714,5/8/16,13585,9.1,9,116,171,688,1633
3977333714,5/9/16,14687,10.1,8,122,151,1159,1667
3977333714,5/10/16,13072,8.8,1,115,196,676,1630
3977333714,5/11/16,746,0.5,4,0,9,13,52
4020332650,4/12/16,8539,6.1,4,15,331,712,3654
4020332650,4/13/16,0,0,0,0,0,1440,1981
4020332650,4/14/16,108,0.1,0,0,3,1437,2011
4020332650,4/15/16,1882,1.4,36,18,87,1299,2951
4020332650,4/16/16,1982,1.4,65,21,55,1222,3051
4020332650,4/17/16,16,0,0,0,2,1438,1990
4020332650,4/18/16,62,0,0,0,2,1438,1995
4020332650,4/19/16,0,0,0,0,0,1440,1980
4020332650,4/20/16,0,0,0,0,0,1440,1980
4020332650,4/21/16,0,0,0,0,0,1440,1980
4020332650,4/22/16,0,0,0,0,0,1440,1980
4020332650,4/23/16,0,0,0,0,0,1440,1980
4020332650,4/24/16,0,0,0,0,0,1440,1980
4020332650,4/25/16,0,0,0,0,0,1440,1980
4020332650,4/26/16,0,0,0,0,0,1440,1980
4020332650,4/27/16,0,0,0,0,0,1440,1980
4020332650,4/28/16,0,0,0,0,0,1440,1980
4020332650,4/29/16,0,0,0,0,0,1440,1980
4020332650,4/30/16,0,0,0,0,0,1440,1980
4020332650,5/1/16,0,0,0,0,0,1440,1980
4020332650,5/2/16,475,0.3,0,11,31,1350,2207
4020332650,5/3/16,4496,3.2,0,0,174,950,2828
4020332650,5/4/16,10252,7.3,13,46,346,531,3879
4020332650,5/5/16,11728,8.4,38,42,196,916,3429
4020332650,5/6/16,4369,3.1,0,0,177,855,2704
4020332650,5/7/16,6132,4.4,0,0,184,1256,2975
4020332650,5/8/16,5862,4.2,0,0,263,775,3089
4020332650,5/9/16,4556,3.3,3,5,173,1225,2785
4020332650,5/10/16,5546,4,0,0,206,774,2926
4020332650,5/11/16,3689,2.7,2,8,134,1296,2645
4020332650,5/12/16,590,0.4,0,0,21,721,1120
4057192912,4/12/16,5394,4,0,0,164,1276,2286
4057192912,4/13/16,5974,4.5,0,0,160,1280,2306
4057192912,4/14/16,0,0,0,0,0,1440,1776
4057192912,4/15/16,3984,3,3,6,88,873,1527
4319703577,4/12/16,7753,5.2,0,0,0,1440,2115
4319703577,4/13/16,8204,5.5,8,15,96,1234,2135
4319703577,4/14/16,10210,6.9,1,9,339,589,2302
4319703577,4/15/16,5664,3.8,0,0,228,752,1985
4319703577,4/16/16,4744,3.2,0,0,194,724,1884
4319703577,4/17/16,29,0,0,0,3,1363,1464
4319703577,4/18/16,2276,1.5,1,9,58,824,1632
4319703577,4/19/16,8925,6,0,0,311,604,2200
4319703577,4/20/16,8954,6,0,18,306,671,2220
4319703577,4/21/16,3702,2.5,0,0,34,1265,1792
4319703577,4/22/16,4500,3,1,19,176,709,1886
4319703577,4/23/16,4935,3.3,0,0,233,546,1945
4319703577,4/24/16,4081,2.7,1,5,191,692,1880
4319703577,4/25/16,9259,6.2,0,8,390,544,2314
4319703577,4/26/16,9899,6.6,8,21,288,649,2236
4319703577,4/27/16,10780,7.2,6,47,300,680,2324
4319703577,4/28/16,10817,7.3,13,8,359,552,2367
4319703577,4/29/16,7990,5.4,6,18,289,624,2175
4319703577,4/30/16,8221,5.5,6,38,196,695,2092
4319703577,5/1/16,1251,0.8,0,0,67,836,1593
4319703577,5/2/16,9261,6.2,0,11,344,585,2270
4319703577,5/3/16,9648,6.5,8,26,287,669,2235
4319703577,5/4/16,10429,7,8,13,313,1106,2282
4319703577,5/5/16,13658,9.5,27,34,328,957,2530
4319703577,5/6/16,9524,6.4,6,11,314,692,2266
4319703577,5/7/16,7937,5.3,3,28,279,586,2158
4319703577,5/8/16,3672,2.5,0,0,153,603,1792
4319703577,5/9/16,10378,7,2,14,374,490,2345
4319703577,5/10/16,9487,6.4,3,12,329,555,2260
4319703577,5/11/16,9129,6.1,3,18,311,574,2232
4319703577,5/12/16,17,0,0,0,2,0,257
4388161847,4/12/16,10122,7.8,0,0,0,1440,2955
4388161847,4/13/16,10993,8.4,1,14,150,1275,3092
4388161847,4/14/16,8863,6.8,10,35,219,945,2998
4388161847,4/15/16,8758,6.7,0,0,299,837,3066
4388161847,4/16/16,6580,5.1,6,9,253,609,3073
4388161847,4/17/16,4660,3.6,0,0,201,721,2572
4388161847,4/18/16,11009,9.1,27,8,239,1017,3274
4388161847,4/19/16,10181,7.8,20,16,249,704,3015
4388161847,4/20/16,10553,8.1,19,42,228,696,3083
4388161847,4/21/16,10055,7.7,7,12,272,853,3069
4388161847,4/22/16,12139,9.3,77,25,220,945,3544
4388161847,4/23/16,13236,10.2,58,5,215,749,3306
4388161847,4/24/16,10243,7.9,14,8,239,584,2885
4388161847,4/25/16,12961,10,11,31,301,1054,3288
4388161847,4/26/16,9461,7.3,14,23,224,673,2929
4388161847,4/27/16,11193,8.6,11,48,241,684,3074
4388161847,4/28/16,10074,7.8,19,9,234,878,2969
4388161847,4/29/16,9232,7.1,13,16,236,1175,2979
4388161847,4/30/16,12533,9.6,14,43,300,537,3283
4388161847,5/1/16,10255,7.9,12,15,241,579,2926
4388161847,5/2/16,10096,8.4,33,4,204,935,3147
4388161847,5/3/16,12727,9.8,18,18,306,984,3290
4388161847,5/4/16,12375,9.5,35,21,251,632,3162
4388161847,5/5/16,9603,7.4,12,39,199,896,2899
4388161847,5/6/16,13175,10.1,33,45,262,1100,3425
4388161847,5/7/16,22770,17.5,120,56,260,508,4022
4388161847,5/8/16,17298,14.4,107,38,178,576,3934
4388161847,5/9/16,10218,7.9,6,19,258,1020,3013
4388161847,5/10/16,10299,7.9,13,14,267,648,3061
4388161847,5/11/16,10201,7.8,8,18,256,858,2954
4388161847,5/12/16,3369,2.6,0,0,108,825,1623
4445114986,4/12/16,3276,2.2,0,0,196,787,2113
4445114986,4/13/16,2961,2,0,0,194,840,2095
4445114986,4/14/16,3974,2.7,0,0,231,717,2194
4445114986,4/15/16,7198,4.8,0,0,350,711,2496
4445114986,4/16/16,3945,2.7,0,0,225,716,2180
4445114986,4/17/16,2268,1.5,0,0,114,1219,1933
4445114986,4/18/16,6155,4.2,25,6,162,1247,2248
4445114986,4/19/16,2064,1.4,0,0,121,895,1954
4445114986,4/20/16,2072,1.4,0,0,137,841,1974
4445114986,4/21/16,3809,2.6,0,0,215,756,2150
4445114986,4/22/16,6831,4.6,0,0,317,706,2432
4445114986,4/23/16,4363,2.9,0,0,201,1239,2149
4445114986,4/24/16,5002,3.4,0,0,244,1196,2247
4445114986,4/25/16,3385,2.3,0,0,179,916,2070
4445114986,4/26/16,6326,4.4,29,1,180,839,2291
4445114986,4/27/16,7243,5,32,1,194,839,2361
4445114986,4/28/16,4493,3,0,0,236,762,2203
4445114986,4/29/16,4676,3.1,0,0,226,1106,2196
4445114986,4/30/16,6222,4.2,0,0,290,797,2363
4445114986,5/1/16,5232,3.5,0,0,240,741,2246
4445114986,5/2/16,6910,4.8,27,4,200,667,2336
4445114986,5/3/16,7502,5.2,30,2,233,725,2421
4445114986,5/4/16,2923,2,0,0,180,897,2070
4445114986,5/5/16,3800,2.5,2,6,185,734,2120
4445114986,5/6/16,4514,3,0,0,229,809,2211
4445114986,5/7/16,5183,3.6,26,4,108,866,2123
4445114986,5/8/16,7303,4.9,0,8,308,733,2423
4445114986,5/9/16,5275,3.5,0,0,266,641,2281
4445114986,5/10/16,3915,2.6,0,0,231,783,2181
4445114986,5/11/16,9105,6.1,34,22,232,622,2499
4445114986,5/12/16,768,0.5,0,0,58,380,1212
4558609924,4/12/16,5135,3.4,0,0,318,1122,1909
4558609924,4/13/16,4978,3.3,19,7,127,1287,1722
4558609924,4/14/16,6799,4.5,0,0,279,1161,1922
